student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,average_score,risk_category,performance_level
3358,19,other,private,phd,7.6,79.9,no,15-30 min,yes,online videos,69.9,95.7,83.3,84.0,c,82.96666666666668,Safe,High
3359,15,female,private,diploma,4.6,56.0,yes,<15 min,no,online videos,50.9,55.2,54.4,64.1,d,53.5,Safe,Medium
3360,17,male,public,graduate,0.8,62.1,yes,<15 min,yes,coaching,29.8,45.9,43.1,24.9,f,39.6,At Risk,Low
3361,19,female,public,phd,2.6,99.7,yes,30-60 min,no,notes,73.7,50.7,51.3,61.2,d,58.56666666666666,Safe,Medium
3362,18,female,public,phd,4.1,78.0,yes,>60 min,yes,coaching,54.2,68.5,63.9,66.7,d,62.199999999999996,Safe,Medium
3363,14,female,public,post graduate,0.8,98.4,yes,<15 min,yes,textbook,17.5,36.7,44.4,41.1,e,32.86666666666667,Needs Improvement,Low
3364,18,male,private,graduate,0.8,74.6,yes,15-30 min,yes,group study,37.9,45.2,33.3,33.8,f,38.8,At Risk,Low
3365,14,female,private,post graduate,2.9,90.2,yes,<15 min,yes,online videos,66.0,65.6,49.5,60.3,d,60.36666666666667,Safe,Medium
3366,18,female,public,high school,3.4,51.9,yes,<15 min,no,coaching,62.5,34.5,46.5,54.2,e,47.833333333333336,Needs Improvement,Low
3367,17,other,private,phd,4.9,64.6,yes,30-60 min,no,notes,71.5,64.9,60.9,67.5,d,65.76666666666667,Safe,Medium
3368,15,other,private,phd,7.5,64.2,yes,>60 min,yes,mixed,88.9,95.4,70.2,82.0,c,84.83333333333333,Safe,High
3369,16,male,public,diploma,3.4,53.5,yes,>60 min,yes,online videos,65.7,38.5,52.7,46.2,e,52.300000000000004,Needs Improvement,Medium
3370,14,other,public,no formal,0.9,97.6,yes,>60 min,yes,group study,41.7,44.6,53.7,48.1,e,46.666666666666664,Needs Improvement,Low
3371,19,male,private,post graduate,4.6,75.2,yes,30-60 min,no,group study,79.1,67.1,63.5,67.5,d,69.89999999999999,Safe,Medium
3372,15,other,private,no formal,3.2,79.6,yes,>60 min,no,group study,85.2,62.6,64.0,66.8,d,70.60000000000001,Safe,Medium
3373,15,female,private,no formal,7.3,76.0,yes,15-30 min,yes,online videos,90.8,100.0,85.1,89.8,b,91.96666666666665,Safe,High
3374,17,other,private,phd,3.7,62.4,yes,30-60 min,yes,mixed,48.5,44.1,36.8,50.6,e,43.133333333333326,Needs Improvement,Low
3375,18,other,public,graduate,2.9,96.2,yes,15-30 min,yes,mixed,65.1,71.5,71.1,70.9,c,69.23333333333333,Safe,Medium
3376,17,female,public,graduate,5.9,83.4,yes,15-30 min,yes,notes,77.2,98.4,95.3,90.4,b,90.30000000000001,Safe,High
3377,17,female,public,phd,4.2,56.2,yes,15-30 min,yes,group study,20.9,54.4,37.4,51.5,e,37.56666666666666,Needs Improvement,Low
3378,17,other,private,phd,4.7,73.1,yes,>60 min,no,notes,81.3,78.5,62.0,69.9,d,73.93333333333334,Safe,Medium
3379,19,female,private,phd,1.6,50.1,yes,30-60 min,no,coaching,18.3,19.1,37.5,22.9,f,24.96666666666667,At Risk,Low
3380,16,female,private,no formal,3.3,83.7,yes,<15 min,yes,online videos,67.4,64.3,75.9,69.1,d,69.2,Safe,Medium
3381,18,female,private,high school,0.8,76.2,no,30-60 min,no,textbook,34.9,46.3,44.7,44.8,e,41.96666666666666,Needs Improvement,Low
3382,18,female,public,post graduate,6.2,95.2,yes,30-60 min,no,coaching,81.7,82.1,84.1,83.2,c,82.63333333333334,Safe,High
3383,19,male,private,no formal,2.3,97.4,yes,>60 min,no,mixed,58.9,48.7,46.2,48.0,e,51.26666666666667,Needs Improvement,Medium
3384,19,male,private,high school,1.4,54.9,yes,>60 min,no,mixed,20.2,27.1,36.8,26.7,f,28.03333333333333,At Risk,Low
3385,18,other,private,graduate,4.9,54.5,yes,30-60 min,yes,mixed,87.8,72.2,62.6,68.9,d,74.2,Safe,Medium
3386,15,female,private,diploma,4.8,95.0,yes,>60 min,no,textbook,75.3,79.2,72.0,77.4,c,75.5,Safe,High
3387,18,female,public,high school,2.9,75.6,yes,>60 min,yes,group study,54.2,58.8,50.1,53.1,e,54.36666666666667,Needs Improvement,Medium
3388,18,male,public,phd,7.7,73.5,yes,30-60 min,yes,coaching,100.0,92.7,99.3,96.1,a,97.33333333333333,Safe,High
3389,15,other,private,diploma,5.3,78.5,yes,<15 min,no,mixed,83.3,81.6,89.6,74.5,c,84.83333333333333,Safe,High
3390,18,female,private,diploma,7.4,73.3,yes,>60 min,no,group study,100.0,90.7,76.4,94.3,b,89.03333333333335,Safe,High
3391,15,male,private,graduate,2.8,80.7,yes,15-30 min,yes,online videos,86.7,83.6,60.4,61.1,d,76.9,Safe,High
3392,17,male,public,post graduate,4.6,97.5,yes,<15 min,no,coaching,79.7,83.1,60.8,71.0,c,74.53333333333335,Safe,Medium
3393,18,female,private,diploma,3.6,80.3,yes,15-30 min,yes,coaching,63.1,79.5,70.8,61.5,d,71.13333333333333,Safe,Medium
3394,15,female,public,phd,3.6,66.0,yes,<15 min,yes,group study,63.3,54.2,44.0,54.4,e,53.833333333333336,Needs Improvement,Medium
3395,16,male,private,high school,0.9,60.7,yes,15-30 min,yes,notes,26.8,26.2,50.0,35.0,f,34.333333333333336,At Risk,Low
3396,18,male,public,phd,2.1,98.3,yes,>60 min,yes,mixed,56.3,27.6,59.5,54.3,e,47.800000000000004,Needs Improvement,Low
3397,16,male,private,phd,7.0,79.0,yes,>60 min,no,coaching,100.0,75.0,100.0,85.4,b,91.66666666666667,Safe,High
3398,19,male,private,no formal,6.9,78.3,yes,>60 min,yes,online videos,90.4,95.3,93.9,94.3,b,93.2,Safe,High
3399,14,other,public,post graduate,1.3,51.7,yes,<15 min,no,notes,44.7,51.6,32.1,37.2,f,42.800000000000004,At Risk,Low
3400,18,female,private,no formal,0.6,95.9,yes,<15 min,no,coaching,46.8,46.6,57.0,52.4,e,50.13333333333333,Needs Improvement,Medium
3401,18,female,private,diploma,1.3,73.5,yes,15-30 min,yes,notes,23.5,27.9,31.3,32.1,f,27.566666666666666,At Risk,Low
3402,19,male,public,phd,5.3,100.0,no,15-30 min,yes,online videos,76.2,88.1,80.9,81.2,c,81.73333333333333,Safe,High
3403,14,female,public,high school,2.3,58.4,yes,<15 min,yes,online videos,65.1,27.9,61.7,48.1,e,51.56666666666666,Needs Improvement,Medium
3404,19,other,public,graduate,6.2,66.3,no,>60 min,no,textbook,85.4,88.9,71.5,81.2,c,81.93333333333334,Safe,High
3405,16,other,private,post graduate,0.5,60.5,yes,>60 min,no,textbook,24.5,38.8,32.3,27.1,f,31.866666666666664,At Risk,Low
3406,16,female,public,diploma,5.9,68.9,yes,>60 min,yes,textbook,70.3,89.7,84.3,72.9,c,81.43333333333334,Safe,High
3407,16,male,private,no formal,7.1,98.8,yes,30-60 min,no,mixed,97.0,100.0,95.8,99.4,a,97.60000000000001,Safe,High
3408,17,female,private,no formal,0.8,70.7,yes,15-30 min,no,group study,40.7,39.6,57.5,39.3,f,45.93333333333334,At Risk,Low
3409,17,male,private,graduate,7.0,91.4,yes,15-30 min,yes,online videos,89.8,100.0,82.1,98.4,a,90.63333333333333,Safe,High
3410,16,male,public,no formal,7.4,87.8,yes,>60 min,no,group study,92.7,96.6,84.1,87.6,b,91.13333333333333,Safe,High
3411,14,other,private,no formal,4.5,64.9,yes,<15 min,no,coaching,71.7,71.2,53.1,60.9,d,65.33333333333333,Safe,Medium
3412,19,other,public,phd,2.6,79.0,yes,15-30 min,yes,group study,54.1,55.8,36.1,55.0,e,48.666666666666664,Needs Improvement,Low
3413,15,other,public,graduate,4.7,92.6,yes,<15 min,no,coaching,67.0,75.1,88.6,80.1,c,76.89999999999999,Safe,High
3414,14,female,public,diploma,2.8,80.6,yes,15-30 min,yes,online videos,48.5,37.6,59.9,45.9,e,48.666666666666664,Needs Improvement,Low
3415,17,other,private,no formal,7.5,63.2,yes,>60 min,yes,textbook,76.1,92.5,94.6,88.4,b,87.73333333333333,Safe,High
3416,16,female,public,post graduate,4.6,93.2,yes,30-60 min,no,notes,51.8,70.5,75.9,66.3,d,66.06666666666666,Safe,Medium
3417,17,male,public,graduate,6.5,77.8,yes,<15 min,no,textbook,87.9,74.1,81.8,80.8,c,81.26666666666667,Safe,High
3418,19,male,private,high school,5.1,99.0,yes,15-30 min,yes,mixed,51.4,74.3,60.3,75.0,c,62.0,Safe,Medium
3419,14,male,private,post graduate,2.7,82.8,no,<15 min,yes,coaching,48.2,70.4,41.2,46.6,e,53.26666666666667,Needs Improvement,Medium
3420,15,other,private,high school,4.3,72.4,no,30-60 min,yes,group study,65.3,70.9,56.5,56.6,d,64.23333333333333,Needs Improvement,Medium
3421,17,male,public,graduate,7.1,71.8,yes,15-30 min,no,online videos,100.0,100.0,83.3,87.5,b,94.43333333333334,Safe,High
3422,18,other,public,graduate,3.4,94.0,yes,15-30 min,no,online videos,48.1,73.1,72.9,65.0,d,64.7,Safe,Medium
3423,17,other,private,high school,3.1,99.0,yes,30-60 min,no,notes,68.5,87.7,50.1,72.2,c,68.76666666666667,Safe,Medium
3424,16,female,public,phd,7.7,70.5,yes,30-60 min,no,group study,76.3,77.8,100.0,84.4,c,84.7,Safe,High
3425,17,other,private,post graduate,3.0,58.2,yes,30-60 min,no,notes,43.8,50.3,32.3,38.8,f,42.13333333333333,At Risk,Low
3426,19,male,public,high school,6.9,52.0,no,>60 min,yes,online videos,64.3,78.9,84.4,74.2,c,75.86666666666666,Safe,High
3427,16,female,private,no formal,1.8,66.1,yes,<15 min,no,coaching,68.3,57.1,46.0,46.1,e,57.13333333333333,Needs Improvement,Medium
3428,19,male,private,high school,6.4,67.1,yes,>60 min,yes,mixed,60.4,71.2,61.3,70.1,c,64.3,Safe,Medium
3429,18,male,private,diploma,5.1,71.3,yes,<15 min,yes,textbook,60.5,48.5,58.0,59.5,d,55.666666666666664,Needs Improvement,Medium
3430,15,male,public,graduate,1.4,57.3,yes,<15 min,no,coaching,45.1,33.6,41.1,38.8,f,39.93333333333334,At Risk,Low
3431,15,other,private,diploma,1.0,74.6,yes,<15 min,yes,mixed,34.9,45.3,55.7,29.4,f,45.29999999999999,At Risk,Low
3432,18,other,public,no formal,2.7,97.2,yes,30-60 min,yes,online videos,55.5,48.8,50.8,57.9,d,51.699999999999996,Needs Improvement,Medium
3433,15,other,private,post graduate,5.4,61.6,yes,<15 min,yes,textbook,48.1,68.2,66.0,64.8,d,60.76666666666667,Safe,Medium
3434,16,other,private,diploma,3.2,84.2,no,>60 min,no,coaching,46.7,47.1,41.8,49.4,e,45.20000000000001,Needs Improvement,Low
3435,15,other,private,diploma,2.5,51.9,yes,30-60 min,yes,notes,34.8,61.6,56.7,50.5,e,51.03333333333334,Needs Improvement,Medium
3436,17,other,public,graduate,4.9,82.2,yes,30-60 min,no,online videos,73.7,59.9,65.2,74.5,c,66.26666666666667,Safe,Medium
3437,15,male,public,phd,7.6,96.9,yes,15-30 min,no,textbook,97.5,88.5,98.2,94.5,b,94.73333333333333,Safe,High
3438,17,other,private,no formal,1.4,64.1,yes,<15 min,no,group study,29.2,19.5,25.4,34.4,f,24.7,At Risk,Low
3439,19,other,public,phd,5.3,90.8,no,15-30 min,no,online videos,77.5,76.3,83.3,82.0,c,79.03333333333335,Safe,High
3440,18,male,public,graduate,7.3,54.1,no,30-60 min,yes,group study,74.4,93.9,77.0,85.8,b,81.76666666666667,Safe,High
3441,19,male,public,graduate,4.6,67.9,yes,<15 min,yes,coaching,88.7,44.7,64.4,62.0,d,65.93333333333334,Safe,Medium
3442,14,other,public,no formal,7.7,50.3,yes,>60 min,no,online videos,88.5,73.4,72.0,82.9,c,77.96666666666667,Safe,High
3443,16,other,public,post graduate,5.0,67.8,yes,15-30 min,yes,group study,51.7,55.9,85.3,63.9,d,64.3,Safe,Medium
3444,15,male,private,post graduate,5.5,65.5,yes,<15 min,no,coaching,49.8,57.5,60.4,60.6,d,55.9,Safe,Medium
3445,19,male,private,graduate,6.4,84.6,yes,15-30 min,no,coaching,84.5,75.0,59.1,79.9,c,72.86666666666666,Safe,Medium
3446,18,female,public,post graduate,2.0,64.7,yes,>60 min,yes,notes,22.8,43.6,57.3,42.3,e,41.233333333333334,Needs Improvement,Low
3447,15,male,public,phd,4.7,91.2,yes,15-30 min,yes,textbook,61.8,77.4,63.1,69.9,d,67.43333333333332,Safe,Medium
3448,17,other,public,phd,5.1,64.6,yes,15-30 min,no,online videos,67.3,40.6,74.3,58.7,d,60.73333333333333,Needs Improvement,Medium
3449,17,female,private,high school,1.4,61.2,yes,30-60 min,no,notes,53.3,47.6,37.2,43.6,e,46.03333333333334,Needs Improvement,Low
3450,16,male,private,post graduate,3.9,74.7,yes,>60 min,no,notes,68.2,62.9,50.2,65.3,d,60.43333333333334,Safe,Medium
3451,16,other,private,no formal,6.3,82.8,yes,<15 min,yes,group study,90.7,93.8,86.7,90.9,b,90.39999999999999,Safe,High
3452,14,other,public,graduate,0.8,94.4,yes,15-30 min,yes,textbook,57.8,38.1,43.5,41.9,e,46.46666666666667,Needs Improvement,Low
3453,16,other,private,no formal,3.6,90.7,yes,>60 min,yes,online videos,58.4,80.7,54.1,69.5,d,64.39999999999999,Safe,Medium
3454,16,other,private,high school,1.6,76.2,yes,<15 min,no,group study,39.1,43.3,46.8,46.0,e,43.06666666666666,Needs Improvement,Low
3455,18,male,private,post graduate,1.8,98.9,yes,<15 min,yes,mixed,67.7,65.0,51.2,50.9,e,61.29999999999999,Needs Improvement,Medium
3456,19,other,public,diploma,4.3,64.8,yes,30-60 min,yes,online videos,56.1,72.5,45.4,57.1,d,58.0,Needs Improvement,Medium
3457,18,other,public,phd,0.7,100.0,no,15-30 min,yes,mixed,52.5,44.9,31.9,47.3,e,43.1,Needs Improvement,Low
3458,14,other,private,no formal,3.7,69.3,yes,30-60 min,no,online videos,48.7,52.1,47.5,47.6,e,49.43333333333334,Needs Improvement,Low
3459,19,male,private,phd,0.7,63.1,yes,15-30 min,yes,textbook,50.7,24.9,34.7,22.7,f,36.766666666666666,At Risk,Low
3460,16,female,private,post graduate,7.4,69.1,yes,>60 min,no,online videos,84.6,92.3,86.4,89.8,b,87.76666666666665,Safe,High
3461,16,other,private,diploma,7.1,79.3,yes,15-30 min,yes,online videos,100.0,73.5,99.9,94.0,b,91.13333333333333,Safe,High
3462,19,male,public,no formal,2.1,73.7,yes,15-30 min,yes,textbook,20.0,8.2,35.7,37.6,f,21.3,At Risk,Low
3463,19,female,private,no formal,1.0,52.5,yes,15-30 min,yes,textbook,31.2,29.7,30.3,28.3,f,30.400000000000002,At Risk,Low
3464,14,other,private,diploma,2.4,67.8,yes,<15 min,yes,notes,62.6,61.3,64.3,51.0,e,62.73333333333333,Needs Improvement,Medium
3465,16,other,public,graduate,0.7,74.6,yes,<15 min,no,mixed,42.5,37.6,33.6,33.5,f,37.9,At Risk,Low
3466,18,female,private,graduate,6.0,83.2,yes,<15 min,no,coaching,79.1,79.6,77.7,73.7,c,78.8,Safe,High
3467,17,other,public,high school,4.8,97.7,yes,>60 min,no,online videos,88.5,83.3,62.9,80.4,c,78.23333333333333,Safe,High
3468,15,other,public,graduate,4.6,97.8,no,15-30 min,yes,textbook,78.1,85.4,74.6,84.6,c,79.36666666666666,Safe,High
3469,17,other,public,graduate,6.9,75.7,yes,>60 min,yes,textbook,100.0,100.0,79.4,93.5,b,93.13333333333333,Safe,High
3470,19,male,public,diploma,6.6,78.5,no,<15 min,yes,textbook,100.0,87.2,95.3,91.6,b,94.16666666666667,Safe,High
3471,15,male,private,high school,3.6,84.9,no,>60 min,yes,online videos,65.7,80.9,64.3,72.0,c,70.30000000000001,Safe,Medium
3472,18,male,private,diploma,5.1,91.8,yes,30-60 min,no,group study,100.0,81.4,90.4,83.7,c,90.60000000000001,Safe,High
3473,18,female,private,post graduate,3.8,87.3,yes,15-30 min,yes,notes,61.9,60.2,51.1,60.5,d,57.73333333333333,Safe,Medium
3474,19,female,private,graduate,5.2,86.0,yes,30-60 min,no,notes,87.2,96.3,76.2,82.9,c,86.56666666666666,Safe,High
3475,15,male,public,no formal,1.6,72.4,yes,>60 min,yes,notes,22.9,49.2,55.5,47.4,e,42.53333333333333,Needs Improvement,Low
3476,15,other,private,phd,2.8,93.4,yes,<15 min,no,textbook,52.1,68.9,64.6,64.1,d,61.86666666666667,Safe,Medium
3477,17,male,private,high school,2.4,83.1,yes,15-30 min,no,online videos,59.4,69.1,55.9,59.7,d,61.46666666666667,Needs Improvement,Medium
3478,17,other,private,post graduate,1.8,58.0,yes,>60 min,yes,online videos,39.5,3.2,29.3,27.7,f,24.0,At Risk,Low
3479,16,female,private,no formal,3.6,79.9,yes,<15 min,yes,coaching,55.8,65.1,67.8,61.1,d,62.9,Safe,Medium
3480,18,other,private,high school,5.9,65.5,yes,30-60 min,yes,online videos,71.9,80.4,68.5,79.2,c,73.60000000000001,Safe,Medium
3481,18,male,private,graduate,3.5,60.2,yes,30-60 min,no,online videos,43.4,33.6,41.4,48.3,e,39.46666666666667,Needs Improvement,Low
3482,15,male,private,phd,7.9,82.4,yes,30-60 min,yes,textbook,100.0,85.9,96.5,89.7,b,94.13333333333333,Safe,High
3483,18,other,private,graduate,2.8,82.1,yes,15-30 min,no,textbook,58.4,51.4,36.1,48.0,e,48.63333333333333,Needs Improvement,Low
3484,15,female,private,no formal,7.6,97.7,yes,30-60 min,no,coaching,97.7,90.2,100.0,100.0,a,95.96666666666665,Safe,High
3485,16,female,public,phd,2.0,98.8,yes,>60 min,no,mixed,56.0,58.4,55.1,55.8,d,56.5,Needs Improvement,Medium
3486,14,male,private,high school,2.9,70.4,yes,30-60 min,no,textbook,27.2,41.1,49.6,48.9,e,39.300000000000004,Needs Improvement,Low
3487,16,other,private,diploma,1.7,58.9,yes,>60 min,yes,notes,35.3,37.9,53.4,45.3,e,42.199999999999996,Needs Improvement,Low
3488,19,male,private,no formal,2.3,57.0,yes,<15 min,yes,online videos,36.0,39.9,46.7,45.9,e,40.86666666666667,Needs Improvement,Low
3489,16,other,private,post graduate,1.7,98.7,yes,<15 min,no,group study,51.4,61.6,38.8,53.8,e,50.6,Needs Improvement,Medium
3490,18,female,public,diploma,5.2,69.8,no,30-60 min,no,mixed,87.7,89.0,73.0,75.1,c,83.23333333333333,Safe,High
3491,14,male,private,high school,2.0,67.1,yes,>60 min,yes,online videos,37.5,46.4,42.8,40.6,e,42.233333333333334,Needs Improvement,Low
3492,17,female,private,graduate,1.1,81.1,yes,15-30 min,no,textbook,29.3,35.6,49.0,40.8,e,37.96666666666667,Needs Improvement,Low
3493,16,female,private,high school,2.5,52.9,yes,30-60 min,yes,textbook,44.7,53.7,36.4,48.6,e,44.93333333333334,Needs Improvement,Low
3494,18,female,public,graduate,5.6,82.3,yes,>60 min,yes,group study,81.4,92.1,75.2,84.4,c,82.89999999999999,Safe,High
3495,19,other,public,graduate,3.7,93.8,yes,30-60 min,no,group study,68.4,69.2,56.6,70.2,c,64.73333333333333,Safe,Medium
3496,17,female,private,post graduate,1.7,86.2,no,30-60 min,yes,group study,45.8,37.3,45.2,46.7,e,42.76666666666667,Needs Improvement,Low
3497,14,female,private,post graduate,1.0,70.9,yes,<15 min,no,textbook,46.5,59.3,39.1,41.6,e,48.300000000000004,Needs Improvement,Low
3498,16,female,private,graduate,6.0,55.8,yes,30-60 min,yes,online videos,65.1,72.2,66.3,75.2,c,67.86666666666667,Safe,Medium
3499,14,male,public,no formal,5.8,62.1,no,<15 min,no,online videos,83.5,68.4,70.6,69.0,d,74.16666666666667,Safe,Medium
3500,16,other,private,high school,4.0,63.3,yes,30-60 min,no,notes,45.6,48.2,33.3,54.1,e,42.36666666666667,Needs Improvement,Low
3501,14,male,private,graduate,4.5,69.2,yes,>60 min,no,notes,74.1,87.3,66.5,70.1,c,75.96666666666665,Safe,High
3502,17,male,public,graduate,2.3,56.7,yes,15-30 min,yes,notes,37.5,61.2,55.2,48.0,e,51.300000000000004,Needs Improvement,Medium
3503,15,male,private,graduate,4.1,78.8,no,>60 min,no,notes,47.2,61.0,63.7,57.3,d,57.300000000000004,Needs Improvement,Medium
3504,15,female,private,post graduate,6.0,68.3,yes,30-60 min,yes,textbook,92.8,91.7,95.1,81.5,c,93.2,Safe,High
3505,14,female,public,phd,6.3,74.8,yes,30-60 min,no,group study,87.8,78.6,89.7,79.9,c,85.36666666666666,Safe,High
3506,19,other,public,graduate,3.1,64.3,yes,>60 min,no,online videos,61.5,59.7,51.4,49.3,e,57.53333333333333,Needs Improvement,Medium
3507,19,other,private,no formal,5.6,72.7,yes,30-60 min,yes,online videos,81.1,70.5,57.7,70.5,c,69.76666666666667,Safe,Medium
3508,18,other,private,diploma,4.1,85.6,yes,15-30 min,no,coaching,44.9,66.9,59.5,64.4,d,57.1,Safe,Medium
3509,14,male,public,high school,6.0,54.4,yes,<15 min,no,notes,81.2,69.3,71.0,75.7,c,73.83333333333333,Safe,Medium
3510,16,other,private,graduate,5.7,75.5,no,15-30 min,no,notes,80.4,59.4,91.3,78.7,c,77.03333333333335,Safe,High
3511,19,male,public,graduate,6.1,80.9,yes,30-60 min,yes,textbook,68.4,72.0,88.8,79.0,c,76.39999999999999,Safe,High
3512,17,male,public,graduate,1.7,83.4,no,>60 min,yes,coaching,43.1,50.6,40.3,50.4,e,44.666666666666664,Needs Improvement,Low
3513,14,female,private,graduate,2.9,96.1,yes,>60 min,no,group study,50.6,54.0,84.2,61.1,d,62.93333333333334,Safe,Medium
3514,14,female,public,high school,2.5,89.1,yes,>60 min,no,coaching,60.1,80.0,53.5,55.2,d,64.53333333333333,Needs Improvement,Medium
3515,15,male,public,high school,3.9,86.9,yes,30-60 min,no,notes,85.2,84.0,68.8,74.9,c,79.33333333333333,Safe,High
3516,19,other,private,phd,4.0,93.4,yes,<15 min,no,mixed,69.8,73.1,63.9,69.6,d,68.93333333333332,Safe,Medium
3517,15,male,private,diploma,5.5,95.7,yes,30-60 min,no,online videos,68.2,87.7,72.3,86.7,b,76.06666666666666,Safe,High
3518,19,female,public,high school,4.8,92.0,yes,15-30 min,yes,coaching,76.1,81.0,70.4,78.1,c,75.83333333333333,Safe,High
3519,18,female,private,phd,4.8,80.7,yes,15-30 min,yes,coaching,57.9,85.3,92.0,73.9,c,78.39999999999999,Safe,High
3520,19,female,private,no formal,5.2,92.2,yes,>60 min,no,mixed,100.0,81.0,91.4,80.8,c,90.8,Safe,High
3521,18,female,private,diploma,2.5,66.3,yes,<15 min,yes,online videos,52.8,36.5,44.4,42.4,e,44.56666666666666,Needs Improvement,Low
3522,15,other,private,post graduate,2.2,97.6,yes,>60 min,yes,notes,74.5,61.0,77.6,65.4,d,71.03333333333333,Safe,Medium
3523,18,female,public,diploma,2.1,58.7,yes,<15 min,yes,textbook,20.4,23.8,32.0,35.5,f,25.400000000000002,At Risk,Low
3524,15,male,private,phd,6.3,61.5,yes,<15 min,no,online videos,88.5,70.0,83.7,78.7,c,80.73333333333333,Safe,High
3525,15,other,public,diploma,1.2,57.9,yes,15-30 min,no,coaching,36.3,42.1,40.4,33.9,f,39.6,At Risk,Low
3526,15,other,public,graduate,2.9,88.9,yes,15-30 min,no,mixed,56.0,65.7,74.5,58.1,d,65.39999999999999,Needs Improvement,Medium
3527,14,male,private,diploma,2.6,71.7,yes,15-30 min,yes,notes,48.3,52.2,51.9,43.9,e,50.800000000000004,Needs Improvement,Medium
3528,14,other,public,diploma,4.9,86.9,no,<15 min,no,coaching,55.7,66.9,64.1,78.3,c,62.23333333333333,Safe,Medium
3529,15,female,private,diploma,7.4,75.5,yes,15-30 min,yes,notes,82.3,91.2,94.3,80.8,c,89.26666666666667,Safe,High
3530,14,male,private,phd,7.1,70.2,yes,30-60 min,no,coaching,88.8,88.2,90.1,92.1,b,89.03333333333335,Safe,High
3531,16,male,public,post graduate,1.3,94.8,yes,30-60 min,no,mixed,47.4,50.2,47.7,54.0,e,48.43333333333334,Needs Improvement,Low
3532,14,other,private,diploma,4.6,71.6,yes,<15 min,yes,textbook,61.3,61.1,44.1,70.5,c,55.5,Safe,Medium
3533,14,male,public,diploma,0.8,80.9,yes,30-60 min,no,notes,24.7,15.7,12.6,29.5,f,17.666666666666668,At Risk,Low
3534,19,female,public,diploma,6.4,92.9,yes,15-30 min,no,mixed,94.4,88.0,100.0,97.9,a,94.13333333333333,Safe,High
3535,14,other,private,post graduate,3.3,60.6,yes,30-60 min,no,group study,47.3,33.8,36.4,42.7,e,39.166666666666664,Needs Improvement,Low
3536,14,other,private,graduate,2.1,70.1,yes,<15 min,no,online videos,38.4,37.1,31.4,41.9,e,35.63333333333333,Needs Improvement,Low
3537,14,female,private,graduate,4.1,57.2,no,<15 min,no,mixed,26.1,64.2,57.9,55.3,d,49.400000000000006,Needs Improvement,Low
3538,14,other,public,diploma,3.8,77.1,yes,>60 min,yes,online videos,63.7,78.0,69.5,69.5,d,70.39999999999999,Safe,Medium
3539,17,male,private,diploma,7.6,89.5,yes,<15 min,yes,notes,98.8,100.0,96.6,100.0,a,98.46666666666665,Safe,High
3540,18,other,public,graduate,0.7,52.8,yes,<15 min,yes,mixed,21.8,17.6,2.2,22.6,f,13.866666666666669,At Risk,Low
3541,18,male,private,post graduate,7.6,53.0,yes,15-30 min,no,mixed,100.0,81.0,80.3,86.3,b,87.10000000000001,Safe,High
3542,17,male,private,phd,2.3,87.1,yes,30-60 min,yes,online videos,37.8,57.5,34.3,47.2,e,43.199999999999996,Needs Improvement,Low
3543,14,other,private,no formal,1.6,85.5,yes,15-30 min,yes,group study,32.3,31.7,50.5,46.9,e,38.166666666666664,Needs Improvement,Low
3544,18,other,private,high school,6.1,70.1,yes,<15 min,yes,mixed,78.7,49.1,63.2,69.8,d,63.666666666666664,Safe,Medium
3545,14,other,public,post graduate,4.4,68.0,no,30-60 min,yes,mixed,56.3,42.3,46.7,54.9,e,48.43333333333334,Needs Improvement,Low
3546,17,other,private,no formal,7.2,64.1,yes,<15 min,no,online videos,100.0,94.7,100.0,91.8,b,98.23333333333333,Safe,High
3547,16,male,private,graduate,4.6,53.1,no,30-60 min,yes,group study,38.6,60.9,53.4,61.5,d,50.96666666666667,Safe,Medium
3548,19,female,public,diploma,4.3,75.7,yes,<15 min,no,coaching,50.1,44.1,61.5,56.7,d,51.9,Needs Improvement,Medium
3549,15,other,public,high school,2.0,80.8,yes,15-30 min,yes,textbook,51.5,47.7,27.2,46.2,e,42.13333333333333,Needs Improvement,Low
3550,17,female,public,graduate,7.6,93.3,yes,<15 min,no,online videos,93.4,100.0,100.0,100.0,a,97.8,Safe,High
3551,16,male,public,graduate,5.5,77.1,yes,15-30 min,yes,notes,83.5,95.7,75.3,70.0,c,84.83333333333333,Safe,High
3552,17,male,private,post graduate,5.0,57.6,yes,30-60 min,no,textbook,58.9,83.0,61.1,69.7,d,67.66666666666667,Safe,Medium
3553,19,other,public,post graduate,6.4,65.4,yes,<15 min,yes,notes,87.3,71.4,67.2,68.6,d,75.3,Safe,High
3554,18,other,private,phd,1.3,89.3,yes,30-60 min,yes,mixed,37.4,50.7,41.2,41.6,e,43.1,Needs Improvement,Low
3555,16,male,private,diploma,7.0,80.9,yes,15-30 min,yes,group study,94.3,100.0,95.2,90.3,b,96.5,Safe,High
3556,16,male,public,post graduate,4.3,88.6,yes,15-30 min,yes,coaching,59.0,59.6,74.3,68.2,d,64.3,Safe,Medium
3557,18,female,private,post graduate,6.5,70.7,yes,15-30 min,yes,notes,81.8,71.6,90.1,85.6,b,81.16666666666666,Safe,High
3558,16,male,private,phd,5.8,53.4,yes,>60 min,no,coaching,91.5,85.6,75.3,74.1,c,84.13333333333333,Safe,High
